	qid	rid	q_sen	r_sen	label
6482	1817	1	您好，我想了解南国花园即将上架的3室房源报价。	您可以看下这几套房源	0
6483	1817	2	您好，我想了解南国花园即将上架的3室房源报价。	是南国花园小区里面性价比挺高的房	0
6484	1817	3	您好，我想了解南国花园即将上架的3室房源报价。	看看您可以过来看看南国花园小区的房源，最近二手房交易非常的火爆	0
6485	1818	0	请问这个小区读什么小学初中呢	我这边看一下呢	0
6486	1818	1	请问这个小区读什么小学初中呢	文教路小学	1
6487	1818	2	请问这个小区读什么小学初中呢	您是考虑学区房吗?	0
6488	1819	0	这个房子可以贷款吗	房子可以贷款的 	1
6489	1819	1	这个房子可以贷款吗	您需要贷款吗 	0
6490	1819	2	这个房子可以贷款吗	这房子怎么样 可以不?	0
6491	1819	3	这个房子可以贷款吗	您买房多久了 	0
6492	1819	4	这个房子可以贷款吗	三个月了 还没买上?	0
6493	1820	0	80万可以谈下来不	我问了业主了。最低87.万	1
6494	1820	1	80万可以谈下来不	80万卖不出来	0
6495	1820	2	80万可以谈下来不	真的不得行，如果可以我直接喊你过来签合同了	0
6496	1821	0	您好，请问这个房子周边有哪些学校？	这个房子对口教科院实验小学和南洋初级中学	1
6497	1821	1	您好，请问这个房子周边有哪些学校？	请问您这边是要买学区房嘛？对学区有什么需求呢？	0
6498	1821	2	您好，请问这个房子周边有哪些学校？	这两套房子也是对口教科院实验小学和南洋初级中学，学校在徐汇区好不错哦	1
6499	1822	0	几期这个	您哈	0
6500	1822	1	几期这个	一期	1
6501	1822	2	几期这个	相中房子价格可谈	0
6502	1823	0	这个房子能看么	您好	0
6503	1823	1	这个房子能看么	这套房子房东目前还在宝山，封闭式管理	1
6504	1823	2	这个房子能看么	您可以点击查看完整的户型报告	0
6505	1824	0	这精装？	是装修好的	1
6506	1824	1	这精装？	你什么有空来看看房子	0
6507	1824	2	这精装？	多配几套房子	0
6508	1824	3	这精装？	您需要什么样房源，我这边给你找好一点房子	0
6509	1825	0	这套房子有那些税费	个税，契税，中介费	1
6510	1825	1	这套房子有那些税费	个税1个点，契税1个点，中介费3个点，包含贷款服务费和过户费3000元。	1
6511	1825	2	这套房子有那些税费	包括了贷款服务费0.5个点，和过户费3000元	1
6512	1825	3	这套房子有那些税费	这个也可以在沟通	0
6513	1825	4	这套房子有那些税费	这个可以先看看房子	0
6514	1826	0	那个税能解决吗	没办法解决呢	1
6515	1826	1	那个税能解决吗	是的，已婚	0
6516	1826	2	那个税能解决吗	满二年的房子肯定有个税啊，跟离婚没关系	1
6517	1826	3	那个税能解决吗	最低就是275万了，业主一分不少	0
6518	1826	4	那个税能解决吗	我那个客户出270万业主都不卖?	0
6519	1827	0	什么时候能够看房呢？	您好，您发的房子还在的，贝壳所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。	0
6520	1827	1	什么时候能够看房呢？	您好，您发的房子还在的，贝壳所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。	0
6521	1827	2	什么时候能够看房呢？	你好，点开这个户型报告，户型报告是对本房详细的介绍，看完详细报告以后有什么不理解的地方我会为你一一解答。	0
6522	1828	0	还是63万，看中面谈能在让5000	👌	0
6523	1828	1	还是63万，看中面谈能在让5000	现在客户太挑了	0
6524	1828	2	还是63万，看中面谈能在让5000	人流量还是很大的	0
6525	1829	0	学校情况	目前小学可以就读于小区旁边的千林山小学以及两公里左右的清林径实验小学，初中是九年一贯制的兰著学校，都是公立学校！	1
6526	1829	1	学校情况	好的	0
6527	1829	2	学校情况	您好	0
6528	1830	0	房价钱能优惠好多	你现在方便嘛？我带你线上看下房子	0
6529	1830	1	房价钱能优惠好多	房东急卖	0
6530	1830	2	房价钱能优惠好多	可以谈点	1
6531	1831	0	您好，请问这个房子周边有哪些学校？	这个房子带深中和锦田小学的学位	0
6532	1831	1	您好，请问这个房子周边有哪些学校？	这个房子很优质，满五唯一，红本在手，税费很低	0
6533	1831	2	您好，请问这个房子周边有哪些学校？	楼层也刚刚好在三四楼，有空可以过来看看，深中最便宜的小三房	0
6534	1832	0	这套房源价格还有优惠空间吗？	可以谈	1
6535	1832	1	这套房源价格还有优惠空间吗？	您好	0
6536	1832	2	这套房源价格还有优惠空间吗？	您好，您之前咨询的房源户型很优质，您有时间去看看吗？	0
6537	1833	0	周边环境如何	环境还好	1
6538	1833	1	周边环境如何	按正常首付30多万	0
6539	1833	2	周边环境如何	小区楼龄比较老，楼梯房	1
6540	1833	3	周边环境如何	没有花园的那种小区	0
6541	1834	0	还能便宜吗	这个先看房子吧	1
6542	1834	1	还能便宜吗	3200左右	0
6543	1834	2	还能便宜吗	税费19000	0
6544	1835	0	可以早点不	您要出门吗？	0
6545	1835	1	可以早点不	这个房子没有钥匙	0
6546	1835	2	可以早点不	没有钥匙，我得提前联系	0
6547	1836	0	什么时候能够看房呢？	你好	0
6548	1836	1	什么时候能够看房呢？	我带您看下	0
6549	1836	2	什么时候能够看房呢？	你好	0
6550	1837	0	这套今天下午能看房吗	可以的	1
6551	1837	1	这套今天下午能看房吗	要看看这边房子吗	0
6552	1837	2	这套今天下午能看房吗	这套房子在1层的	0
6553	1838	0	有没有税	没有	1
6554	1838	1	有没有税	大多数都有	0
6555	1838	2	有没有税	有小部分没有税费	0
6556	1838	3	有没有税	您买三室两室？	0
6557	1838	4	有没有税	第一套10月满二	0
6558	1839	0	哪一个小区？	新虹桥首府	0
6559	1839	1	哪一个小区？	您们现在主要看哪个板块呢	0
6560	1840	0	法华南里的也可以看是吧	法华南里10：30～～11点能看。	1
6561	1840	1	法华南里的也可以看是吧	11点半左右能看。	1
6562	1840	2	法华南里的也可以看是吧	留个您电话吧，到时候方便联系。没人骚扰你的😊	0
6563	1841	0	这个呢啥情况看看	你看哪个我都可以vr给你讲解	0
6564	1841	1	这个呢啥情况看看	有什么可以帮助你的	0
6565	1841	2	这个呢啥情况看看	好的	0
6566	1841	3	这个呢啥情况看看	我点击线上带看，你同意进入	0
6567	1842	0	现在可以去看不	我联系下，您过来大概多久	1
6568	1842	1	现在可以去看不	好的👌，我联系一下业主，看他们出去玩有没有回来	0
6569	1842	2	现在可以去看不	好的👌	0
6570	1843	0	不是三期吗	是?二期三期在一个院里	1
6571	1843	1	不是三期吗	北面窗户能看见	0
6572	1843	2	不是三期吗	这个是28号楼，小区第一排的	0
6573	1843	3	不是三期吗	楼层位置也都不错	0
6574	1843	4	不是三期吗	这个在小区的中间位置，一个4楼	0
6575	1844	0	没有业主也可以看房吧	哦哦，这个业主没有给我们留钥匙，他偶尔过来住，正好业主明天过来看自己想买的房子	0
6576	1844	1	没有业主也可以看房吧	估计四五点能看完	0
6577	1844	2	没有业主也可以看房吧	业主孩子还没出生😂	0
6578	1845	0	阁楼什么房型	好	0
6579	1845	1	阁楼什么房型	客厅北向的	0
6580	1845	2	阁楼什么房型	我看过	0
6581	1845	3	阁楼什么房型	木地板的	0
6582	1845	4	阁楼什么房型	现在这个房子出租着	0
6583	1846	0	看房方便吗	方便	1
6584	1846	1	看房方便吗	有时间看一下吧	0
6585	1846	2	看房方便吗	😁	0
6586	1847	0	采光怎么样，	采光都是没有问题的	1
6587	1847	1	采光怎么样，	您感觉这套房子怎么样呢	0
6588	1847	2	采光怎么样，	您要是有时间我可以带您看一下这套房子	0
6589	1847	3	采光怎么样，	贝壳可以线上看房	0
6590	1847	4	采光怎么样，	您要是有时间我可以线上带您看一下这套房子	0
6591	1848	0	多久满两年呢	基本没有增值税	0
6592	1848	1	多久满两年呢	还早得很，很多都是才下	1
6593	1848	2	多久满两年呢	可以这么理解	0
6594	1848	3	多久满两年呢	??	0
6595	1848	4	多久满两年呢	五期，六期就没有增值税	0
6596	1849	0	成都七中附属小学哪些小区能读呢	我看看，有那些小区推荐给你	0
6597	1849	1	成都七中附属小学哪些小区能读呢	这个是在高新区那边的	0
6598	1849	2	成都七中附属小学哪些小区能读呢	东苑就是读这个学校的	1
6599	1850	0	这个是在哪啊？	定福庄	1
6600	1850	1	这个是在哪啊？	传媒大学附近	1
6601	1850	2	这个是在哪啊？	挨着东五环	1
6602	1851	0	这个最低多少	不是	0
6603	1851	1	这个最低多少	业主说价格还有空间，但是具体多少要谈	1
6604	1851	2	这个最低多少	首先要看得上房子业主才谈	1
6605	1852	0	接受多少贷款	贷款	0
6606	1852	1	接受多少贷款	不等满二144万全款	1
6607	1852	2	接受多少贷款	正长贷款就可以	1
6608	1852	3	接受多少贷款	常	0
6609	1852	4	接受多少贷款	您这周方便过来看一下吗？	0
6610	1853	0	可以看房吗	需要约租客	1
6611	1853	1	可以看房吗	可以VR看	1
6612	1853	2	可以看房吗	嗯	0
6613	1854	0	外面树木遮挡的多不呢	挨着花园的小卧室有点暗	1
6614	1854	1	外面树木遮挡的多不呢	其他都还好	1
6615	1854	2	外面树木遮挡的多不呢	这套房子是南北通透的	0
6616	1854	3	外面树木遮挡的多不呢	你可以考虑这套	0
6617	1854	4	外面树木遮挡的多不呢	这套房东非常诚心卖	0
6618	1855	0	毛坯房那个是不是	都差不多v哦	0
6619	1855	1	毛坯房那个是不是	反正比较大	0
6620	1855	2	毛坯房那个是不是	可以比	0
6621	1856	0	其他费用还有哪些？还有议价空间吗？	好的	0
6622	1856	1	其他费用还有哪些？还有议价空间吗？	没有	1
6623	1856	2	其他费用还有哪些？还有议价空间吗？	您好，这个房子我很熟悉，实地看过好几次，您这会儿方便吗？我打电话跟您说讲下房子情况。	0
6624	1857	0	这个价格商量多吗	空间不大，但是也可以谈	1
6625	1857	1	这个价格商量多吗	可以看，但是看完意义不大，业主还要求尽量放高点	0
6626	1857	2	这个价格商量多吗	不过看完您真的有意向了全力帮您谈价	1
6627	1858	0	不是龙城中学吗？	新亚洲	0
6628	1858	1	不是龙城中学吗？	龙城现在2房在320以上	0
6629	1858	2	不是龙城中学吗？	天成学校，9年制公立	1
6630	1859	0	这套什么时候可以看？	您好！请问有什么可以帮助您的	0
6631	1859	1	这套什么时候可以看？	这套房子提前约可以看，业主刚刚挂出来的	1
6632	1859	2	这套什么时候可以看？	今天晚上挂出来的	0
6633	1860	0	348能看吗？	只能看同户型	1
6634	1860	1	348能看吗？	租客在住不让看	1
6635	1860	2	348能看吗？	有抵押	0
6636	1861	0	看房方便吗	买房子是为了孩子上学	0
6637	1861	1	看房方便吗	目前房东自住，看房子提前联系	1
6638	1861	2	看房方便吗	嗯	0
6639	1862	0	麻烦带我看一看	好的	0
6640	1862	1	麻烦带我看一看	你好	0
6641	1862	2	麻烦带我看一看	您好	0
6642	1863	0	你这边有没有优惠？	目前98折优惠	1
6643	1863	1	你这边有没有优惠？	中介	0
6644	1863	2	你这边有没有优惠？	方便加您个微信？	0
6645	1864	0	能谈多少	在啊	0
6646	1864	1	能谈多少	8楼啊	0
6647	1864	2	能谈多少	91.09平，写错了	0
6648	1865	0	我们应该可以纯公积金贷款	这套房子租金在3500到3800	0
6649	1865	1	我们应该可以纯公积金贷款	对的	0
6650	1865	2	我们应该可以纯公积金贷款	您之前用过公积金吗	0
6651	1865	3	我们应该可以纯公积金贷款	夫妻双方都有补充公积金对吧	0
6652	1866	0	底价多少？	我们可以去谈价格	1
6653	1866	1	底价多少？	多少价格你能接受	0
6654	1866	2	底价多少？	你付意向金  我和房东去谈	1
6655	1867	0	什么户型，	毛坯的	0
6656	1867	1	什么户型，	西南户，小三居	1
6657	1867	2	什么户型，	有呢	0
6658	1867	3	什么户型，	有个毛坯的	0
6659	1867	4	什么户型，	我带您在线看一下	0
6660	1868	0	房子可以看的	嗯嗯可以的	1
6661	1868	1	房子可以看的	你看你什么时候有空呀	0
6662	1869	0	家具都带吗？	这个可以后期协商这个事情	0
6663	1869	1	家具都带吗？	现在目前带家具家电	1
6664	1869	2	家具都带吗？	这样吧。我现在给您问一下。	0
6665	1869	3	家具都带吗？	问完了，是他这个储藏室 是当时买房子的时候就没有	0
6666	1869	4	家具都带吗？	您这边购房都有什么需求呢？	0
6667	1870	0	您好，我想咨询万科云城小区	周边小区你考虑吗	0
6668	1870	1	您好，我想咨询万科云城小区	有几套比较优质的3室	0
6669	1870	2	您好，我想咨询万科云城小区	对装修有要求？	0
6670	1870	3	您好，我想咨询万科云城小区	和高新逸品挨着	0
6671	1870	4	您好，我想咨询万科云城小区	你看一下190万的25层	0
6672	1871	0	这个怎么样	可以	0
6673	1871	1	这个怎么样	中门	0
6674	1871	2	这个怎么样	有时间吗	0
6675	1871	3	这个怎么样	来看看	0
6676	1872	0	这个首付一般会多少钱	您好！重庆户口，首房首贷，征信良好	0
6677	1872	1	这个首付一般会多少钱	首付两成	1
6678	1872	2	这个首付一般会多少钱	买重庆社保没	0
6679	1873	0	98万最少多少！小区周边环境怎么样	98低价少5000可	1
6680	1873	1	98万最少多少！小区周边环境怎么样	小区2008年的，	0
6681	1873	2	98万最少多少！小区周边环境怎么样	房子挂的都是卖价了，	0
6682	1873	3	98万最少多少！小区周边环境怎么样	98万，套二，很难找了	0
6683	1873	4	98万最少多少！小区周边环境怎么样	可以实地来看看哦	0
6684	1874	0	位置怎样	是的	0
6685	1874	1	位置怎样	小区中间位置	1
6686	1874	2	位置怎样	一手动迁的，没有增值税	0
6687	1875	0	可以看房嘛	可以	1
6688	1875	1	可以看房嘛	提前预约	1
6689	1875	2	可以看房嘛	要的	0
6690	1876	0	能谈多少呢	300万可以卖	1
6691	1876	1	能谈多少呢	看过吗	0
6692	1876	2	能谈多少呢	你希望多少	0
6693	1877	0	大概空间有多少	凭我们的经验大概几万，最终还是要见面谈	1
6694	1877	1	大概空间有多少	房主也是在外地，诚心卖，装修好后就住了一年	0
6695	1877	2	大概空间有多少	青云巷小学和南大附中	0
6696	1878	0	您好，我想了解城中央即将上架的1室房源报价。	现在在售的有三套，目前在网上显示的有这两套	1
6697	1878	1	您好，我想了解城中央即将上架的1室房源报价。	另外，优胜花园，有一套65平的您考虑不	0
6698	1878	2	您好，我想了解城中央即将上架的1室房源报价。	上优胜路小学和七中	0
6699	1878	3	您好，我想了解城中央即将上架的1室房源报价。	你留一下联系方式吧，有合适的房源我和您联系看房	0
6700	1879	0	具体看三秀这俩哪个好点	928方便看。 价格业主不说	0
6701	1879	1	具体看三秀这俩哪个好点	950自如。最近没安排看房子.没人谈过价格	0
6702	1879	2	具体看三秀这俩哪个好点	928的大一些。划算一点 感觉上	0
6703	1880	0	您好，我想咨询#杨庄中区#小区	这个杨庄中区的位置	0
6704	1880	1	您好，我想咨询#杨庄中区#小区	我看不到您发的房子呀	0
6705	1880	2	您好，我想咨询#杨庄中区#小区	您咨询的是哪套房源？	0
6706	1880	3	您好，我想咨询#杨庄中区#小区	杨庄小区？	0
6707	1880	4	您好，我想咨询#杨庄中区#小区	中区吧？	0
6708	1881	0	方便的话多看几套	可以啊	0
6709	1881	1	方便的话多看几套	您就想找这种三房是吧	0
6710	1881	2	方便的话多看几套	大概几点可以到呢	0
6711	1882	0	有产权证吗？	这套不能落户	0
6712	1882	1	有产权证吗？	给您推荐下这套房子	0
6713	1882	2	有产权证吗？	总价101，可以落户，70年产权	0
6714	1882	3	有产权证吗？	您这边首付预算有多少呢	0
6715	1882	4	有产权证吗？	我帮您找下	0
6716	1883	0	全款没个税了吧？	全款也有个税	1
6717	1883	1	全款没个税了吧？	20万左右	1
6718	1883	2	全款没个税了吧？	同户型有套报价415万	0
6719	1883	3	全款没个税了吧？	没有个税	0
6720	1883	4	全款没个税了吧？	只有契税	0
6721	1884	0	能看房吗	 房子还在	0
6722	1884	1	能看房吗	可以看房	1
6723	1884	2	能看房吗	我可以先带您看看VR视频	0
6724	1885	0	这是老的南环？	是的	1
6725	1885	1	这是老的南环？	老南环	1
6726	1885	2	这是老的南环？	您想要新南环？	0
6727	1885	3	这是老的南环？	没有的	0
6728	1885	4	这是老的南环？	您想要新南环还是老南环？	0
6729	1886	0	付款要按什么比例	有的有 有的没有	0
6730	1886	1	付款要按什么比例	只能等产权下来过户	0
6731	1886	2	付款要按什么比例	风险是有的	0
6732	1886	3	付款要按什么比例	建议选择旁边那套新房	0
6733	1886	4	付款要按什么比例	不会	0
6734	1887	0	这房子支持公积金贷款吗？	可以	1
6735	1887	1	这房子支持公积金贷款吗？	二套，有过贷款记录就算二套	0
6736	1887	2	这房子支持公积金贷款吗？	最近价格比较平稳，有些业主价格已经上调了。我个人觉得降价的可能行很小。	0
6737	1887	3	这房子支持公积金贷款吗？	这种方式我不会建议您，另外国家政策规定的是，离婚一年之内购房属于二套购买。	0
6738	1887	4	这房子支持公积金贷款吗？	不好意思，没办法	0
6739	1888	0	我说的顶楼那个能看吗	可以	1
6740	1888	1	我说的顶楼那个能看吗	您好！我给您发起一下要电话申请，您方便点击同意吗？	0
6741	1888	2	我说的顶楼那个能看吗	可以	1
6742	1889	0	这个房子还有增值税吗	有哦	1
6743	1889	1	这个房子还有增值税吗	没满二	0
6744	1889	2	这个房子还有增值税吗	对呀	0
6745	1889	3	这个房子还有增值税吗	今年才拿到产权证?	0
6746	1889	4	这个房子还有增值税吗	后年才满二	0
6747	1890	0	您好，我想咨询东基童梦天下小区	装修1.7-1.8万左右	0
6748	1890	1	您好，我想咨询东基童梦天下小区	毛坯1.6万左右	0
6749	1890	2	您好，我想咨询东基童梦天下小区	方便加个微信吗，我发一些房源给您对比一下	0
6750	1890	3	您好，我想咨询东基童梦天下小区	可以加个微信，有什么问题可以问我	0
6751	1890	4	您好，我想咨询东基童梦天下小区	您微信多少，我加一下您	0
6752	1891	0	其他费用还有哪些？还有议价空间吗？	您好	0
6753	1891	1	其他费用还有哪些？还有议价空间吗？	好评哦	0
6754	1891	2	其他费用还有哪些？还有议价空间吗？	😄	0
6755	1892	0	中学呢	然后是高新第一学校初中部。	1
6756	1892	1	中学呢	小学和中学离小区都不远。	1
6757	1892	2	中学呢	这房子刚好今天能看，一周就周六能看一次，其他时间额约不到里面的租客。	0
6758	1893	0	这套房东低价多少	在	0
6759	1893	1	这套房东低价多少	这个价格就是业主讲的价格呀！您要不要先看个房子？等看满意了价格我再帮你谈。	1
6760	1893	2	这套房东低价多少	你好，您还在吗？	0
6761	1894	0	你们卖的价格包含家具家电吗	可以带走，主要是价格	0
6762	1894	1	你们卖的价格包含家具家电吗	我们也不会给房东底价卖的，市场价一个愿意卖一个愿意买	0
6763	1894	2	你们卖的价格包含家具家电吗	家具家电可以商量，一般都是送的。如果有些家具家电不舍得留的可以带走	1
6764	1894	3	你们卖的价格包含家具家电吗	换到哪里呢	0
6765	1894	4	你们卖的价格包含家具家电吗	可以的?	0
6766	1895	0	这个是舜耕路几号院？	1	1
6767	1895	1	这个是舜耕路几号院？	稍等	0
6768	1895	2	这个是舜耕路几号院？	我给您看看	0
6769	1895	3	这个是舜耕路几号院？	也是12号	0
6770	1896	0	我想看下房子	好的	0
6771	1896	1	我想看下房子	我先带你看一下房子的vr视频吧	1
6772	1897	0	好的有房子可以看嘛	有的	0
6773	1897	1	好的有房子可以看嘛	您好	0
6774	1897	2	好的有房子可以看嘛	😃您找多大的房子？🏠	0
6775	1898	0	你去帮我问问业主的价格	您怎么称呼呢	0
6776	1898	1	你去帮我问问业主的价格	好的	0
6777	1898	2	你去帮我问问业主的价格	好的好的  这边和业主联系完和您联系	0
6778	1899	0	现在方便吗？	方便	1
6779	1899	1	现在方便吗？	您带着您小区的出入证，身份证复印件，和手机上健康宝的截图就可以办理临时出入证，可以进小区看房。	0
6780	1899	2	现在方便吗？	万恒一年也成交不了几套房子。	0
6781	1900	0	能贷款么	稍微有点	0
6782	1900	1	能贷款么	20年的样子	0
6783	1900	2	能贷款么	56万的样子	0
6784	1901	0	帮我介绍一下现在成都的房价	您的电话是？	0
6785	1901	1	帮我介绍一下现在成都的房价	收到，感谢您的信任和支持。小马需要怎么称呼您呐？小马小马的电话PHONE，微信PHONE。您可以随时吩咐小马^_^	0
6786	1901	2	帮我介绍一下现在成都的房价	您是想投资还是自主？	0
6787	1901	3	帮我介绍一下现在成都的房价	您可以说说您的要求和想法。	0
6788	1901	4	帮我介绍一下现在成都的房价	资质是怎样的，您都清楚吧？	0
6789	1902	0	能看房吗	可以的	1
6790	1902	1	能看房吗	你留个联系方式，约好我联系您	0
6791	1902	2	能看房吗	我加您个微信  能及时回复您	0
6792	1903	0	能看房吗？	可以的，我和业主约一下都可以看	1
6793	1903	1	能看房吗？	您什么时候想看？	0
6794	1903	2	能看房吗？	您留个电话，我约好了和您联系。	0
6795	1904	0	有还价的空间吗	看房东的	0
6796	1904	1	有还价的空间吗	😂	0
6797	1904	2	有还价的空间吗	基本上就这个价格	1
6798	1905	0	这个可谈空间还大吗	还有空间的	1
6799	1905	1	这个可谈空间还大吗	您房子看了满意 再和房东谈价格	1
6800	1905	2	这个可谈空间还大吗	不满 刚交付	0
6801	1906	0	装修用的材料怎么样	装修有5年了，当时婚房装修的	0
6802	1906	1	装修用的材料怎么样	我去看过	0
6803	1906	2	装修用的材料怎么样	1梯3户的	0
6804	1906	3	装修用的材料怎么样	得约房主	0
6805	1906	4	装修用的材料怎么样	没有钥匙	0
6806	1907	0	周边有什么配套	您现在方便吗，方便的话我VR带您了解一下这个房子	0
6807	1907	1	周边有什么配套	看过了是吧	0
6808	1907	2	周边有什么配套	学区就是听涛，两所听涛的幼儿园 一所小学，还有一所私立的新东港幼儿园，就在小区门口的	1
6809	1907	3	周边有什么配套	九年一贯制，直升学正中学	1
6810	1907	4	周边有什么配套	听涛小学	1
6811	1908	0	这是什么户型	是的	0
6812	1908	1	这是什么户型	一梯四户的	0
6813	1908	2	这是什么户型	靠马路的哦	0
6814	1908	3	这是什么户型	?需要看看房子吗	0
6815	1908	4	这是什么户型	您要求的总价是多少呢	0
6816	1909	0	这个小区，怎么样了	你是指哪一方面呢	0
6817	1909	1	这个小区，怎么样了	您熟悉这边吗？	0
6818	1909	2	这个小区，怎么样了	有空您可以过来看看，虽然属于学区房，但是比金沟寨那边便宜不少	0
6819	1909	3	这个小区，怎么样了	您考虑什么时候过来看看房子呢？	0
6820	1909	4	这个小区，怎么样了	咱这边大约准备买一个大概多少价位的房子呢	0
6821	1910	0	精装吗？	您首付多少	0
6822	1910	1	精装吗？	哦好的，您手机号多少	0
6823	1910	2	精装吗？	我加您微信	0
6824	1910	3	精装吗？	发给您	0
6825	1910	4	精装吗？	PHONE	0
6826	1911	0	这个房子过两年了吗	还没有了，您是贷款还是全款呀	1
6827	1911	1	这个房子过两年了吗	这个税费可以跟业主协商一下	0
6828	1911	2	这个房子过两年了吗	哦哦哦明白了，税费这方面可以和业主协商一下	0
6829	1911	3	这个房子过两年了吗	行我给您问问吧	0
6830	1911	4	这个房子过两年了吗	您着急吗？着急我现在问问，要是不急我就明天给您信	0
6831	1912	0	可以带我看看房子吗	可以	1
6832	1912	1	可以带我看看房子吗	您好	0
6833	1912	2	可以带我看看房子吗	在的	0
6834	1913	0	您好，我正在看阳光城平江悦的房子	您是考虑买房吗？	1
6835	1913	1	您好，我正在看阳光城平江悦的房子	2000多点	0
6836	1913	2	您好，我正在看阳光城平江悦的房子	你是房东吗？	0
6837	1913	3	您好，我正在看阳光城平江悦的房子	2000多点	0
6838	1913	4	您好，我正在看阳光城平江悦的房子	你可以明天过来看看	0
6839	1914	0	现在看不了	我vr带你看就行	1
6840	1914	1	现在看不了	咱们网络方便不	0
6841	1915	0	一般税费怎么算的	看什么房子	1
6842	1915	1	一般税费怎么算的	你们	0
6843	1915	2	一般税费怎么算的	钢花121的房子也不错，你这边要不要了解一下，	0
6844	1915	3	一般税费怎么算的	这个5楼的，实际上差不多就4楼，每层都有缓步台，一点都不高	0
6845	1915	4	一般税费怎么算的	方便	0
6846	1916	0	他最低多少卖	340万	1
6847	1916	1	他最低多少卖	嗯哼	0
6848	1916	2	他最低多少卖	嗯	0
6849	1917	0	是独立房产证吗？	独立呀	1
6850	1917	1	是独立房产证吗？	独立	1
6851	1917	2	是独立房产证吗？	商用	0
6852	1918	0	今天有空看房	好	0
6853	1918	1	今天有空看房	😄	0
6854	1918	2	今天有空看房	在	0
6855	1919	0	118这价是包含家具家电是吧	空房，家具家电另算，那些买下来不便宜呢	1
6856	1919	1	118这价是包含家具家电是吧	床垫就得7000	0
6857	1919	2	118这价是包含家具家电是吧	您如果喜欢这个房子得早做决定，下午两点有客户约面谈，谈好了就卖了	0
6858	1919	3	118这价是包含家具家电是吧	要不您留个电话，今天约谈后有结果了跟您说一声	0
6859	1919	4	118这价是包含家具家电是吧	或者有好房子也能及时联系您	0
6860	1920	0	户型怎么样	啊，您对楼层有什么样的要求？	0
6861	1920	1	户型怎么样	我带您看一下这套房子的户型吧，如果你喜欢这套房子的户型，然后我再给你找好一点楼层的。	0
6862	1920	2	户型怎么样	这套是中间楼层的，您看一下。	0
6863	1920	3	户型怎么样	这套您看一下是122个平方南北双阳台的户型。	1
6864	1921	0	我想了解一下你们那边房子	嗯嗯	0
6865	1921	1	我想了解一下你们那边房子	没证其实我们也是不敢签的，只有后面协商	0
6866	1921	2	我想了解一下你们那边房子	催下证嘛，可以	0
6867	1921	3	我想了解一下你们那边房子	龙桥花苑这边的小区下证的都比较少	0
6868	1921	4	我想了解一下你们那边房子	只要交了资料后面催证其实问题都不是特别大	0
6869	1922	0	这套房临街把边吗	对4跃5	0
6870	1922	1	这套房临街把边吗	临九华山路	1
6871	1922	2	这套房临街把边吗	楼下就150多平	0
6872	1923	0	还有多久满呢	两	0
6873	1923	1	还有多久满呢	年	0
6874	1923	2	还有多久满呢	可以做资金监管	0
6875	1923	3	还有多久满呢	银行或者贝壳理房通都可以	0
6876	1923	4	还有多久满呢	很安全	0
6877	1924	0	价格能降到多少	这套房源价格上没有优势所以，没怎么去跟业主沟通过。	0
6878	1924	1	价格能降到多少	320万，不带车位。	0
6879	1924	2	价格能降到多少	288那个是临路的。	0
6880	1925	0	什么时候方便看房	提前预约	1
6881	1925	1	什么时候方便看房	您几点可以过来？	0
6882	1925	2	什么时候方便看房	好的	0
6883	1926	0	哪个小区靠马路吗？	次顶楼	0
6884	1926	1	哪个小区靠马路吗？	房子不靠	1
6885	1926	2	哪个小区靠马路吗？	租客在住 装修还可以	0
6886	1927	0	还有什么时候可以看	这个万业1楼带花园	0
6887	1927	1	还有什么时候可以看	那远洋没有哇	0
6888	1927	2	还有什么时候可以看	有顶楼复式	0
6889	1928	0	以您的经验大概还能谈多少	建议您明天抽空带您看下	0
6890	1928	1	以您的经验大概还能谈多少	看完给您谈	1
6891	1928	2	以您的经验大概还能谈多少	要不业主也绝得咱们不是诚心买只想压价	0
6892	1929	0	有税吗	有	1
6893	1929	1	有税吗	这个房子是限价商品房	0
6894	1929	2	有税吗	这个房子是含有差额税的	1
6895	1930	0	谈成380的话，也有13万多的税。	这套七星园吗	0
6896	1930	1	谈成380的话，也有13万多的税。	先看吧	0
6897	1930	2	谈成380的话，也有13万多的税。	最便宜	0
6898	1930	3	谈成380的话，也有13万多的税。	哪里不划算	0
6899	1930	4	谈成380的话，也有13万多的税。	单价	0
6900	1931	0	顺便一起看	我先问问哈	0
6901	1931	1	顺便一起看	问了给您说	0
6902	1931	2	顺便一起看	租客户没有回话	0
6903	1932	0	有类似产证照片吗？	这种房子不可以公积金贷款也不可以落户的噢	0
6904	1932	1	有类似产证照片吗？	没有	1
6905	1932	2	有类似产证照片吗？	是的	0
6906	1932	3	有类似产证照片吗？	最长贷10年	0
6907	1932	4	有类似产证照片吗？	首付最少一半	0
6908	1933	0	带家具不？	您留个您这注册贝壳的号码可以吗	0
6909	1933	1	带家具不？	家具家电可以看	1
6910	1933	2	带家具不？	好的，谢谢您，我现在和业主提前沟通一下	0
6911	1934	0	你这套确定没有挡住吗	复试的	0
6912	1934	1	你这套确定没有挡住吗	对的	0
6913	1934	2	你这套确定没有挡住吗	加个微信吧	0
